本词库版权归：北京王码网科技有限公司	syyd
中国红十字会总会	klxw2
中外合资经营企业	kqwo3
国际信托投资公司	lbwn2
国务院宗教事务局	ltbn4
国务院外事办公室	ltbp4
国务院港澳办公室	ltbp5
国务院侨务办公室	ltbp7
国务院特区办公室	ltbp8
国务院总理温家宝	ltbp9
数字王码练习软件	opgw2
数字王码输入软件	opgw3
社会主义民主政治	pwyi3
社会主义商品经济	pwyi4
社会主义思想教育	pwyy8
提高单位面积产量	ryuj5
第十一个五年计划	tfga3
香港特区行政长官	titp2
千里之行始于足下	tjpg2
养兵千日用兵一时	urtj3
北京王码集团公司	uygn2
从某种意义上来说	waty3
全国人民代表大会	wlww2
比以往任何时候都	xntf2
广域信息服务系统	yfwx2
工戈草头右框七	aaaa3
英雄有用武之地	addf2
英雄无用武之地	adff2
工夫不负有心人	afgw2
子耳了也框上举	bbbi2
出席会议并讲话	bywy3
马克思列宁主义	cdly2
马克思主义理论	cdly3
大犬三羊古石厂	dddd6
在大多数情况下	ddqg3
春蚕到死丝方尽	dggn2
牵一发而动全身	dgnt4
大中型工业企业	dkgo2
在铁的事实面前	dqru2
三八国际妇女节	dwla2
土士二干十寸雨	ffff2
无党派民主人士	fiif4
无党派爱国人士	fiif5
王码教学微电脑	gdfe2
形码设计三原理	gdyg3
不到黄河不死心	ggan2
一些单位和个人	ghuw2
还是五笔字型好	gjgv2
致以节日的问候	gnaw3
五笔字型发明人	gtpw2
现代化建设事业	gwwo2
目止具头卜虎皮	hhhh2
省直辖行政单位	iflw2
常务委员会委员	ittk2
归国华侨联合会	jlww3
最高人民检察院	jywb2
中国民主建国会	klnw2
国际劳动妇女节	lbaa2
国家医药管理局	lpan2
国家黄金管理局	lpan3
国家土地管理局	lpfn4
国家环境保护局	lpgn2
国家安全委员会	lppw2
国家外汇管理局	lpqn2
国家外国专家局	lpqn3
国家知识产权局	lptn4
国家主席江泽民	lpyn3
国家计划委员会	lpyw2
山由骨头贝框几	mmmm3
居世界领先水平	nalg4
居世界领先地位	nalw3
发表了重要讲话	ngby2
发生了重大变化	ntbw2
以我个人的名义	ntwy4
察哈尔右翼后旗	pkqy2
之字宝盖补礻衤	pppp2
社会化服务体系	pwwt3
社会主义现代化	pwyw2
解铃还须系铃人	qqgw2
金夕犭儿包头鱼	qqqq2
捷克和斯洛伐克	rdtd2
报以热烈的掌声	rnrf2
白斤气头手边提	rrrr6
按得票多少为序	rtsy2
按姓氏笔画为序	rvqy2
提高劳动生产率	ryay2
根本原因就在于	ssdg2
木丁西在一四里	sssj2
先天下之忧而忧	tggn2
第一次世界大战	tguh3
科尔沁左翼后旗	tqiy2
科尔沁右翼中旗	tqiy3
科尔沁左翼中旗	tqiy4
奥林匹克运动会	tsaw2
禾竹反文双人立	ttru2
半封建半殖民地	ufvf2
资产阶级自由化	uubw2
立辛两点病门里	uugj2
新华社香港分社	uwpp2
新华社澳门分社	uwpp3
人大常委会主任	wdiw2
创历史最高水平	wdkg2
全场热烈的掌声	wfrf2
人民英雄纪念碑	wnad3
从实际情况出发	wpbn2
人逢喜事精神爽	wtfd3
个人收入调节税	wwnt4
众人拾柴火焰高	wwry2
健康有序地发展	wydn2
绞丝互幺弓和匕	xxgx3
计划生育委员会	yatw2
计算机信息网络	ytsx3
高新技术开发区	yura2
言文方广在四一	yyyg2
劳动工资制度	afay2
劳动保护用品	afwk2
甘当无名英雄	aifd3
世界杯足球赛	alsp2
东乌珠穆沁旗	aqgy3
工商行政管理	autg2
共产主义运动	auyf3
共产主义思想	auys2
革命英雄主义	away3
革命传统教育	awwy2
马克思主义者	cdlf2
对外开放政策	cqgt2
对每个人来说	ctwy3
面貌为之一新	deyu2
有志者事竟成	dffd2
在一般情况下	dgtg2
有眼不识泰山	dhgm2
在日常工作中	djik2
历史唯心主义	dkky2
历史文化背景	dkyj2
历史充分证明	dkyj3
在社会生活中	dpwk2
胡锦涛总书记	dqiy3
在特殊情况下	dtgg2
在新的形势下	durg2
大会执行主席	dwry2
在任何情况下	dwwg2
在会议上强调	dwyy2
在这种形势下	dytg2
爱国主义教育	elyy2
爱护公共财物	erwt2
起了重大作用	fbte3
博采众家之长	fewt2
老死不相往来	fggg3
截至目前为止	fghh2
远景目标纲要	fjhs2
无产阶级革命	fubw2
干部人事制度	fuwy2
天有不测风云	gdgf2
王码电脑公司	gdjn2
王码技术授权	gdrs2
五十步笑百步	gfhh2
平均每年增长	gftt2
互不干涉内政	ggfg2
一环紧扣一环	ggjg4
整顿经济秩序	ggxy3
一步一个脚印	ghgq2
政治协商会议	gify2
天时地利人和	gjft2
两岸直接三通	gmfc2
事实充分证明	gpyj3
残疾人联合会	guww5
不分青红皂白	gwgr3
一个时期以来	gwjg3
理论联系实际	gybb2
少花钱多办事	iaqg2
党政领导机关	igwu2
江泽民总书记	iiny3
学习教育活动	inff2
汉字输入方法	ipli2
电视广播讲话	jpyy2
最近十多年来	jrfg2
最重要的就是	jtsj2
中国民生银行	klnt2
中国作家协会	klww3
中国佛教协会	klww5
中央军委主席	kmpy2
国际领先地位	lbww2
国民经济体系	lnxt2
国家核安全局	lpsn2
国务院法制局	ltbn2
国务院研究室	ltbp2
国务院参事室	ltbp6
财政包干体制	mgqr2
改革开放政策	nagt2
惟恐天下不乱	nagt3
居世界第一位	nalw4
民族虚无主义	nyhy2
民主法治建设	nyiy2
实用新型专利	peut2
神不知鬼不觉	pgti3
审判程序合法	puti2
祝你生日快乐	pwtq2
官僚资本主义	pwuy2
社会保障体系	pwwt2
社会主义经济	pwyi2
社会主义法制	pwyr2
社会主义改造	pwyt3
社会主义社会	pwyw3
社会主义革命	pwyw4
社会主义制度	pwyy3
社会主义建设	pwyy4
社会主义民主	pwyy5
社会主义理论	pwyy7
技术创新体制	rswr3
提供优质服务	rwwt3
提高劳动效率	ryay3
极端个人主义	suwy2
科研体制改革	tdwa2
利用职务之便	tebw3
先进人物代表	tfwg4
和平外交政策	tgqt3
处于领先水平	tgwg3
香港特区政府	tity2
各省市自治区	tiya2
我国各族人民	tltn2
物质生活水平	trtg4
各种不同类型	ttgg2
各个地区之间	twfu2
各个部门之间	twuu3
特命全权大使	twww2
各级地方政府	txfy2
各级领导机关	txwu2
各族各界代表	tytg2
竞争日趋激烈	uqjg2
资本主义制度	usyy2
前往机场送行	utst2
资产阶级革命	uubw3
新北京新奥运	uuyf3
剥夺政治权利	vdgt2
从某种程度上	wath2
促进共同发展	wfan2
从一般意义上	wgth6
全党全军全国	wiwl2
全党全国全军	wiwp3
全国人大常委	wlwt2
全国代表大会	wlww3
人民代表大会	wnww3
人造地球卫星	wtfj2
信息管理系统	wttx2
令人难以置信	wwcw2
从这个角度上	wywh2
谁也阻挡不了	ybbb2
试验示范基地	ycff2
认真学习讨论	yfiy2
市场经济规律	yfxt2
认真贯彻执行	yfxt3
高新技术企业	yuro2
文件传送协议	ywwy2
劳动保险处	afwt4
苏尼特左旗	anty2
苏尼特右旗	anty3
工业净产值	aouw3
工农业生产	apou2
警备司令部	atnu2
工资外收入	auqt2
共产主义者	auyf2
工作组会议	awxy2
出口创汇率	bkwy2
联合国总部	bwlu2
联合国大会	bwlw2
出席座谈会	byyw2
三百六十行	ddut3
而且还可能	degc2
硕士研究生	dfdt2
万事开头难	dggc2
有理说不清	dgyi3
大民族主义	dnyy5
确凿的证据	dorr2
大白于天下	drgg2
脑力劳动者	elaf2
地面接收站	fdru2
进一步缩小	fghi2
进一步提高	fghy3
过一段时间	fgwu2
土默特右旗	flty2
喜悦的心情	fnrn3
十年九不遇	frvj2
无往而不胜	ftde2
无敌于天下	ftgg2
塔什库尔干	fwyf3
城市现代化	fygw2
更大的贡献	gdrf2
一夫一妻制	gfgr3
与去年相比	gfrx2
天下无难事	ggfg3
不正当手段	ggiw2
一环扣一环	ggrg2
青少年时代	girw2
政治经济学	gixi2
王照璐先生	gjgt2
不明飞行物	gjnt4
到时候再说	gjwy2
更加复杂化	gltw2
不同程度上	gmth2
不发达国家	gndp2
更多更好地	gqgf3
正反两方面	grgd2
到机场迎接	gsfr2
不知为什么	gtyt2
一九八三年	gvwr2
到今天为止	gwgh2
不合理制度	gwgy3
不合时宜的	gwjr2
不值得一提	gwtr2
不仅仅在于	gwwg3
不合作态度	gwwy4
不结盟国家	gxjp2
开放式基金	gyaq2
王永民先生	gynt2
副主任医师	gywj2
非常感兴趣	hidf2
学龄前儿童	ihuu2
源源不断地	iigf2
江泽民强调	iiny2
光辉的未来	iirg3
光辉的节日	iirj2
清晰地看到	ijfg2
海军陆战队	ipbb2
党和国家的	itlr2
深入持久地	itrf2
举行报告会	itrw2
法律委员会	ittw2
深刻的印象	iyrq2
电脑分公司	jewn2
日益明显地	jujf2
中国青年报	klgr2
中国证监会	klyw2
中央处理器	kmtk2
中央组织部	kmxu2
鄂托克前旗	krdy2
国际博览会	lbfw2
国防委员会	lbtw2
国际单位制	lbur2
团支部书记	lfuy3
国家地震局	lpfn3
国家测绘局	lpin2
国家气象局	lprn2
国家税务局	lptn2
国家版权局	lptn3
国家物价局	lptn5
国家体改委	lpwt3
国家文物局	lpyn2
国家计生委	lpyt2
国务院总理	ltbg2
国务活动家	ltip2
居世界前列	nalg3
居世界首位	nalw2
改革和发展	natn2
以大局为重	ndnt2
发表了意见	ngbm3
居民身份证	nnty2
恨铁不成钢	nqgq3
羽毛球运动	ntgf5
书记处书记	nyty2
民族主义者	nyyf2
被压迫人民	pdrn2
补上这一课	phyy2
礼轻情义重	plnt2
农业集体化	poww2
安全与稳定	pwgp2
社会活动家	pwip4
社会福利署	pwpl2
社会生产力	pwtl2
社会资讯化	pwuw3
乌鲁木齐市	qqsy3
乌拉特后旗	qrty2
名优新产品	qwuk3
印度尼西亚	qyng2
反革命分子	rawb3
按原定计划	rdpa2
报喜也报忧	rfbn4
后来者居上	rgfh2
年平均增长	rgft2
持不同看法	rgmi2
持否定态度	rgpy2
热烈的掌声	rgrf2
反政府武装	rgyu2
反社会主义	rpwy3
持反对态度	rrcy3
持批评态度	rryy3
技术开发区	rsga2
反种族隔离	rtyy3
按人均计算	rwft2
损人不利己	rwgn2
折合人民币	rwwt2
扩张主义者	rxyf2
提高生产率	ryty2
哥儿们义气	sqwr2
横向联合体	stbw2
权利和义务	sttt2
科研新成果	tduj4
生动地说明	tffj3
乘专机离开	tfsg2
自动柜员机	tfss2
先进生产者	tftf7
征求意见稿	tfut3
先下手为强	tgrx2
行政诉讼法	tgyi3
微型计算机	tgys2
科学技术奖	tiru2
毛里塔尼亚	tjfg2
特别要注意	tksu2
特别行政区	tkta2
科技工作者	traf2
科技博览会	trfw2
积极地探索	tsff3
冬季运动会	ttfw2
生产性建设	tuny2
各方面工作	tydw2
商而优则仕	udww4
总裁办公室	uflp2
意见和要求	umtf2
新民主主义	unyy2
资本密集型	uspg2
亲身感受到	utdg2
交往与合作	utgw2
新产品试销	uukq2
新闻发言人	uunw2
辩证唯物论	uyky2
新文化运动	uywf2
北京市市长	uyyt3
北京市分行	uyyt4
北京市政府	uyyy2
九一八事变	vgwy2
妇女联合会	vvbw2
任期目标制	wahr2
从大局出发	wdnn3
从大处着眼	wdth2
从现在做起	wgdf2
从来没有过	wgif5
拿不定主意	wgpu2
人与人之间	wgwu2
合理化建议	wgwy3
从小处着手	witr2
俄罗斯联邦	wlad2
人民武装部	wngu2
人民币汇率	wnty2
何乐而不为	wqdy2
依样画葫芦	wsga2
优秀工作者	wtaf3
从长远来看	wtfr2
人生地不熟	wtfy2
信息网络化	wtmw2
创造性劳动	wtnf2
从自己做起	wtnf3
信息数据库	wtoy2
公告板服务	wtst2
信息高速路	wtyk2
从群众中来	wvwg2
合作与交流	wwgi3
个人财产制	wwmr2
个体所有制	wwrr3
创优质服务	wwrt3
个人说了算	wwyt3
经营管理权	xats2
绝不止于此	xghh2
经济共同体	xiaw2
经济开放区	xiga3
经济不景气	xigr2
经济全球化	xiww2
组织纪律性	xxxn2
广大青少年	ydgr2
京都议定书	yfyn3
这不仅仅是	ygwj2
广泛的共识	yiry2
为慎重起见	yntm2
诚挚的欢迎	yrrq2
主持座谈会	yryw2
主要来源于	ysgg3
主要是由于	ysjg2
义和团运动	ytlf5
计算机时代	ytsw3
计算机系统	ytsx2
充分体现出	ywwb2
为方便用户	yywy4
恭恭敬敬	aaaa2
劳苦大众	aadw2
落落大方	aady2
蓬蓬勃勃	aaff2
区区小事	aaig2
草草收场	aanf2
萌芽状态	aaud2
欺世盗名	aauq4
世世代代	aaww2
草菅人命	aaww3
苦苦哀求	aayf2
蒙在鼓里	adfj2
巧夺天工	adga2
功大于过	adgf3
基础理论	adgy2
英雄事迹	adgy3
英雄辈出	adhb2
若有所失	adrr2
巨大作用	adwe2
苦大仇深	adwi2
英雄人物	adwt3
巨大代价	adww4
英雄主义	adyy4
散布谎言	adyy6
劳动英雄	afad3
若无其事	afag2
劳动卫生	afbt2
匹夫有责	afdg2
七十二行	afft2
落井下石	afgd2
共进早餐	afjh2
劳动改造	afnt2
劳动锻炼	afqo2
劳动手段	afrw2
东南西北	afsu2
劳动新闻	afuu2
劳动效率	afuy2
劳动保险	afwb2
区域合作	afww2
勤于思考	aglf2
功不可灭	agsg2
惹事生非	agth3
蒙混过关	aifu2
荣誉称号	aitk2
艾滋病毒	aiug2
若明若暗	ajaj2
惹是生非	ajth3
七中全会	akww2
世界大赛	aldp2
共图大计	aldy2
花团锦簇	alqt2
世界第一	altg2
世界和平	altg3
世界闻名	aluq2
共同奋斗	amdu2
恐怖组织	anxx2
工业效益	aouu2
工业产值	aouw2
工农联盟	apbj2
落实下去	apgf2
茅塞顿开	apgg2
落实到人	apgw2
落实到户	apgy2
落实情况	apnu2
营销中心	aqkn2
花色品种	aqkt2
黄金季节	aqta2
著名人士	aqwf2
劳逸结合	aqxw2
世贸组织	aqxx2
草本植物	asst2
艺术价值	asww2
艺术设计	asyy2
医科大学	atdi2
功德无量	atfj2
欺行霸市	atfy2
苟延残喘	atgk2
工程技术	atrs2
某种程度	atty2
戒备状态	atud3
劳务市场	atyf2
工资管理	autg3
工商行政	autg4
工商人员	auwk2
雅俗共赏	awai2
革命队伍	awbw2
革命老区	awfa2
工人运动	awff2
革命运动	awff4
革命志士	awff5
草食动物	awft4
工会干部	awfu2
工伤事故	awgd3
革命烈士	awgf2
惹人注目	awih2
工作情况	awnu3
工作实际	awpb2
荣华富贵	awpk2
革命军人	awpw2
欺人之谈	awpy2
东倒西歪	awsg2
荣登榜首	awsu3
革命先烈	awtg3
工作条件	awtw2
工作条例	awtw3
革命意志	awuf4
革命斗志	awuf5
革命前辈	awuh2
革命道路	awuk2
革命传统	awwx2
工作计划	awya2
其他方面	awyd2
期货市场	awyf3
工作认真	awyf4
世纪中叶	axkk2
蓄谋已久	aynq2
孤苦伶仃	baww2
子子孙孙	bbbb2
孔孟之道	bbpu2
出于公心	bgwn2
陆海空军	bipp2
聪明伶俐	bjww2
出口商品	bkuk2
职业培训	bofy2
孤军深入	bpit2
防护林带	brsg2
联系起来	btfg2
出生入死	bttg3
卫生保健	btww3
隆重集会	btww6
隆重庆祝	btyp2
阴差阳错	bubq2
限产压库	budy2
出人头地	bwuf2
联合公报	bwwr2
阴谋活动	byif3
联席会议	bywy2
巴基斯坦	caaf2
预防为主	cbyy2
能者为师	cfyj2
通过讨论	cfyy2
台上台下	chcg2
骑虎难下	chcg3
台海地区	cifa2
对号入座	ckty3
双边合作	clww2
双边会谈	clwy2
双边谈判	clyu2
难以顾及	cnde2
通情达理	cndg2
难以理解	cngq2
巴林左旗	csdy2
通权达变	csdy3
通盘考虑	ctfh2
双重身分	cttw2
预备会议	ctwy2
双管齐下	ctyg2
对华关系	cwut2
难分高下	cwyg4
有功人员	dawk2
万马奔腾	dcde2
大肆攻击	ddaf2
尤有甚者	ddaf3
夸夸其谈	dday2
夸大其词	dday3
磕磕碰碰	dddd5
历历在目	dddh2
左顾右盼	dddh3
有感而发	dddn3
大肆鼓噪	ddfk3
碌碌无为	ddfy2
三三两两	ddgg2
奄奄一息	ddgt2
左右开弓	ddgx2
成百上千	ddht2
万古流芳	ddia5
万丈深渊	ddii3
三大法宝	ddip2
在历史上	ddkh2
大大咧咧	ddkk2
兢兢业业	ddoo2
破破烂烂	ddoo3
大肆宣传	ddpw2
春夏秋冬	ddtt2
大有益处	ddut2
蠢蠢欲动	ddwf2
面面俱到	ddwg4
在大会上	ddwh2
大肆敛财	ddwm2
厂矿企业	ddwo2
大大方方	ddyy2
存在主义	ddyy3
龙腾虎跃	dehk2
大腹便便	deww2
大吉大利	dfdt3
大动干戈	dffa2
三朝元老	dfff2
原封不动	dfgf2
奔走呼号	dfkk2
肆无忌惮	dfnn2
有求必应	dfny4
奋起抗争	dfrq3
奋起斗争	dfuq2
大型项目	dgah2
有理有据	dgdr3
万事万物	dgdt2
成事不足	dggk2
感到遗憾	dgkn2
奇形怪状	dgnu2
感到愤怒	dgnv2
太不自量	dgtj2
面带笑容	dgtp2
大不如前	dgvu2
太不像话	dgwy3
大致说来	dgyg3
感到高兴	dgyi2
有目共睹	dhah2
在此期间	dhau2
百战百胜	dhde2
有眼无珠	dhfg2
破旧不堪	dhgf2
百步穿杨	dhps2
故步自封	dhtf3
石沉大海	didi2
大小不等	digt2
万水千山	ditm2
帮派体系	diwt2
面临挑战	djrh2
大喊大叫	dkdk2
破口大骂	dkdk3
历史教训	dkfy2
百听不厌	dkgd2
大喝一声	dkgf2
历史责任	dkgw2
历史渊源	dkii2
历史转变	dkly2
历史重演	dkti2
历史问题	dkuj2
历史伟业	dkwo2
历史人物	dkwt2
历史使命	dkww2
三思而行	dldt2
大力开发	dlgn2
百思不解	dlgq2
奋力抢救	dlrf2
有力措施	dlry2
大力提高	dlry3
大田作物	dlwt2
原则通过	dmcf2
大幅增加	dmfl2
春风化雨	dmwf3
丰收在望	dndy3
感情用事	dneg2
有惊无险	dnfb2
大发雷霆	dnff2
盛情款待	dnft3
奋发向上	dnth2
雄心壮志	dnuf2
感性认识	dnyy3
三民主义	dnyy4
丰富多采	dpqe2
有案可查	dpss2
大手大脚	drde2
碍手碍脚	drde3
破罐破摔	drdr2
有气无力	drfl2
百年不遇	drgj2
三反五反	drgr2
大气污染	drii3
大势已去	drnf2
大年初一	drpg2
大失所望	drry2
达拉特旗	drty2
威迫利诱	drty3
有所前进	druf2
有所创造	drwt2
有的认为	dryy4
大权在握	dsdr2
有权有势	dsdr3
有机可乘	dsst2
大千世界	dtal3
三生有幸	dtdf2
有血有肉	dtdm2
万般无奈	dtfd2
大笔一挥	dtgr2
古稀之年	dtpr2
古往今来	dtwg2
大秋作物	dtwt2
破门而入	dudt2
有弊有利	dudt3
厚颜无耻	dufb2
有关规定	dufp2
有益无害	dufp3
奋斗不息	dugt2
春意盎然	dumq2
奇闻怪事	dung2
有奖销售	duqw2
有关条文	duty2
三亲六故	duud3
有奖储蓄	duwa2
破产企业	duwo2
友好使者	dvwf2
大伤脑筋	dwet2
大公无私	dwft2
压倒一切	dwga2
布什政府	dwgy2
故作姿态	dwud2
百亿美元	dwuf3
布什总统	dwux2
三个代表	dwwg3
大众传播	dwwr2
大体说来	dwyg2
大做文章	dwyu2
大作文章	dwyu3
面红耳赤	dxbf2
寿比南山	dxfm2
盛衰荣辱	dyad3
大放厥词	dydy2
态度恶劣	dygi2
大义灭亲	dygu2
三言两语	dygy2
奇谈怪论	dyny2
百废待举	dyti2
在文化上	dywh2
态度蛮横	dyys2
胆大妄为	edyy2
胆战心惊	ehnn2
逐步推广	ehry2
胆小怕事	eing2
爱国运动	elff2
彩色影片	eqjt2
胜利在望	etdy2
县委书记	etny2
服务体系	etwt2
服务市场	etyf2
受益匪浅	euai2
用人不当	ewgi2
爱说爱笑	eyet2
胆识过人	eyfw2
起草工作	faaw2
喜获丰收	fadn2
地区布局	fadn3
超期服役	faet2
示范动作	fafw2
规范管理	fatg2
无期徒刑	fatg3
地勤人员	fawk2
过期作废	fawy3
专职干部	fbfu2
震耳欲聋	fbwd2
直观教学	fcfi2
坦桑尼亚	fcng2
未能得逞	fctk2
博古通今	fdcw2
志大才疏	fdfn2
老有所学	fdri2
老有所乐	fdrq2
坦克部队	fdub2
志愿人员	fdwk2
示威人群	fdwv2
朝朝暮暮	ffaa3
进进出出	ffbb2
鼓起勇气	ffcr2
雷霆万钧	ffdq3
井井有条	ffdt2
支支吾吾	ffgg3
二十一时	ffgj2
地震烈度	ffgy2
博士学位	ffiw2
土地管理	fftg2
垃圾处理	fftg3
赤地千里	fftj2
无地自容	fftp2
走南闯北	ffuu2
地地道道	ffuu3
增进合作	ffww2
真正感到	fgdg2
越来越坏	fgff2
越来越小	fgfi2
越来越好	fgfv2
直到现在	fggd2
十恶不赦	fggf2
喜形于色	fggq2
进一步说	fghy4
无形损耗	fgrd2
专政机关	fgsu3
无事生非	fgth3
朝不保夕	fgwq3
无与伦比	fgwx2
进步事业	fhgo2
寸步不离	fhgy2
雪上加霜	fhlf2
喜上心头	fhnu2
进步人士	fhwf3
过渡形式	figa2
违法活动	fiif2
颠沛流离	fiiy3
载誉归来	fijg2
干涉内政	fimg2
无法改变	finy2
无法接受	fire3
远渡重洋	fiti2
南沙群岛	fivq3
声泪俱下	fiwg4
干旱地区	fjfa2
远景规划	fjfa3
南昌起义	fjfy2
无时无刻	fjfy3
越野赛跑	fjpk2
专题讲座	fjyy2
专题讨论	fjyy3
鼓足干劲	fkfc2
进口商品	fkuk3
夫唱妇随	fkvb2
二中全会	fkww2
十中全会	fkww4
救国救民	flfn2
南辕北辙	flul2
增收节支	fnaf2
专心致志	fngf3
超导电性	fnjn2
直属机构	fnss2
直属机关	fnsu2
丧心病狂	fnuq3
专业知识	foty2
无业人员	fowk2
求之过急	fpfq2
动之以情	fpnn2
丧家之犬	fppd2
超额利润	fpti2
救灾物资	fptu2
未完待续	fptx2
十之八九	fpwv2
无名英雄	fqad2
无怨无悔	fqfn2
城镇居民	fqnn2
真名实姓	fqpv2
朝鲜半岛	fquq2
直接对话	frcy2
直接进行	frft2
十年动乱	frft3
颠扑不破	frgd2
无所不有	frgd3
顽抗到底	frgy2
走势汹涌	frii2
十指连心	frln2
鼓舞人心	frwn2
震撼人心	frwn3
嘉年华会	frww2
直接费用	frxe2
专制主义	fryy2
无权无势	fsfr2
无可争辩	fsqu2
均权制度	fsry2
无可讳言	fsyy2
进行教育	ftfy2
进行到底	ftgy2
载入史册	ftkm2
增长见识	ftmy2
专利授权	ftrs2
卖身投靠	ftrt2
进行批评	ftry2
运行机制	ftsr2
土特产品	ftuk2
直系亲属	ftun2
无息贷款	ftwf4
专利侵权	ftws2
地利人和	ftwt2
趋向缓和	ftxt2
教条主义	ftyy2
喜新厌旧	fudh3
过意不去	fugf2
地痞流氓	fuiy2
趣闻轶事	fulg2
干部制度	fury2
干净利落	futa2
超产奖励	fuud3
培养人才	fuwf2
专门人才	fuwf3
无伤大雅	fwda2
才华奔放	fwdy2
坏人坏事	fwfg2
无人过问	fwfu2
超人一等	fwgt2
十分满意	fwiu2
无人驾驶	fwlc2
无价之宝	fwpp2
十分热烈	fwrg2
十分重大	fwtd2
十分赞成	fwtd4
十分复杂	fwtv2
无人问津	fwui2
越俎代庖	fwwy3
十分费解	fwxq2
无从谈起	fwyf2
无从说起	fwyf4
无比骄傲	fxcw2
增强信心	fxwn2
二级市场	fxyf2
培训基地	fyaf2
教育基地	fyaf3
城市工业	fyao2
培训工作	fyaw2
教育革命	fyaw3
城市规模	fyfs2
地方政府	fygy2
直言不讳	fygy3
二话不说	fygy4
无话不谈	fygy5
老谋深算	fyit2
教育中心	fykn2
城市改革	fyna2
城市居民	fynn2
教育科学	fyti2
地方自治	fyti3
教育群众	fyvw2
城市经济	fyxi2
刑警大队	gadb2
一切成就	gady3
开幕典礼	gamp2
不攻自破	gatd2
亚欧会议	gawy2
不能超过	gcff2
两难境地	gcff3
不骄不躁	gcgk2
不难理解	gcgq3
一马当先	gcit2
不能实现	gcpg2
互通信息	gcwt2
政通人和	gcwt4
副参谋长	gcyt3
下大工夫	gdaf2
事故隐患	gdbk2
表面现象	gdgq2
画龙点睛	gdhh3
形而上学	gdhi2
王码电脑	gdje2
王码品牌	gdkt2
王码字典	gdpm2
死而后已	gdrn2
严厉批评	gdry2
严厉查处	gdst2
王码六键	gduq2
更有意义	gduy2
王码公司	gdwn2
玉石俱焚	gdws2
不成体统	gdwx2
事在人为	gdwy3
不在话下	gdyg2
正确认识	gdyy2
王码认证	gdyy4
表示敬意	gfau2
不露声色	gffq2
现场直播	gffr2
事过境迁	gfft3
一干二净	gffu2
一起事故	gfgd2
不堪一击	gfgf2
一声不响	gfgk2
来者不拒	gfgr2
环境治理	gfig2
死去活来	gfig3
天真活泼	gfii2
天南海北	gfiu2
一无是处	gfjt2
天真烂漫	gfoi2
天壤之别	gfpk2
现场报道	gfru2
不堪入耳	gftb2
不无关系	gfut2
不露痕迹	gfuy4
一鼓作气	gfwr2
平均分配	gfws3
政协主席	gfyy2
致开幕词	ggay2
天下太平	ggdg2
更不用说	ggey2
一事无成	ggfd2
一来二去	ggff2
一五一十	gggf5
平平静静	gggg4
副理事长	gggt2
一再否认	gggy2
死于非命	gghw2
平平常常	ggii2
不正当的	ggir2
刑事法庭	ggiy5
璀璨明珠	ggjg3
玲珑剔透	ggjt3
吞吞吐吐	ggkk2
一再嘱咐	ggkk3
表现突出	ggpb2
不速之客	ggpp2
平平安安	ggpp3
形形色色	ggqq2
一两句话	ggqy2
一致看法	ggri2
刑事拘留	ggrq3
互不相让	ggsy2
天下第一	ggtg2
天天向上	ggth4
互惠待遇	ggtj2
来来往往	ggtt2
平平稳稳	ggtt3
更不待言	ggty2
严正立场	gguf2
一致意见	ggum2
互惠关税	ggut3
互不侵犯	ggwq2
歪歪斜斜	ggww3
玻璃纤维	ggxx2
一再强调	ggxy2
表现方法	ggyi2
一再说明	ggyj2
下不为例	ggyw3
天下为公	ggyw4
一致认为	ggyy3
整整齐齐	ggyy4
刑事诉讼	ggyy5
表现主义	ggyy6
一些地区	ghfa2
速战速决	ghgu2
逼上梁山	ghim2
不眠之夜	ghpy2
弄虚作假	ghww2
不瞒你说	ghwy3
政治工作	giaw2
整党工作	giaw3
不肖子孙	gibb2
政治面目	gidh2
政法干警	gifa2
平淡无奇	gifd3
政治运动	giff2
五光十色	gifq3
不学无术	gifs2
正常进行	gift2
政治协商	gifu2
政法干部	gifu3
一举一动	gigf3
一潭死水	gigi2
正当理由	gigm2
不温不火	gigo2
正常现象	gigq2
政治事件	gigw2
政治理念	gigw3
政治活动	giif2
天涯海角	giiq2
不少国家	gilp2
不测风云	gimf2
政治改革	gina3
政治局势	ginr3
正常飞行	gint5
政治民主	giny3
不当之处	gipt2
正当权利	gist2
正当权益	gisu2
正常生活	giti2
一泻千里	gitj4
政治稳定	gitp3
不法行为	gity2
政治问题	giuj3
不少问题	giuj4
政治背景	giuj6
不少意见	gium2
政治斗争	giuq2
两党关系	giut2
正常关系	giut3
残渣余孽	giwa2
不省人事	giwg4
政治信念	giww2
政治信仰	giww3
政治纲领	gixw2
政治组织	gixx2
政治方向	giyt2
下里巴人	gjcw2
一览无余	gjfw2
表里不一	gjgg2
表里一致	gjgg3
一时一刻	gjgy2
平易近人	gjrw2
与时俱进	gjwf3
开明人士	gjwf4
来日方长	gjyt2
开足马力	gkcl2
一蹴而就	gkdy2
一呼百应	gkdy3
来路不明	gkgj2
一唱一和	gkgt2
一味迁就	gkty2
一中全会	gkww3
不足为凭	gkyw3
开国大典	gldm2
严加惩处	gltt2
更加信赖	glwg2
整风运动	gmff2
不同凡响	gmmk2
不同见解	gmmq2
天网恢恢	gmnn2
不同情况	gmnu2
开山祖师	gmpj2
一见钟情	gmqn2
不由自主	gmty2
不同意见	gmum2
